ID,L,Section,B,H,RECT_TH (in),Type,MIN FX,MAX FX,MIN FY,MAX FY,MIN FZ,MAX FZ,MIN MX,MAX MX,MIN MY,MAX MY,MIN MZ,MAX MZ,AREA TOP,AREA BOTTOM,STIRRUP SPACING,BAR TYPE TOP,BAR COUNT TOP,BAR TYPE BOTTOM,BAR COUNT BOTTOM,EFFICIENCY MIN MY,EFFICIENCY MAX MY
177,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-5.44,1.73,-0.63,0.96,-27.53,28.88,-25.18,30.14,-185.47,36.94,-0.69,1.51,2.356194490192345,1.2026409377023426,0.633791901315066,8,3,7,2,0.620297368306931,0.233741409403361
178,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.95,5.17,-0.47,0.12,-22.71,22.92,-30.14,12.47,-110.51,87.58,-1.04,0.42,1.7671458676442586,1.5707963267948966,2.42381806762562,6,4,8,2,0.486747158741716,0.431394962694038
179,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.66,6.46,-0.48,0.09,-23.81,23.21,-29.27,19.27,-108.63,82.54,-1.1,0.48,1.7671458676442586,1.5707963267948966,2.31544205557859,6,4,8,2,0.478466598987536,0.406569310581936
180,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-5.55,7.0,-0.43,0.12,-25.25,22.99,-19.39,28.24,-123.02,82.06,-1.09,0.32,1.7671458676442586,1.5707963267948966,2.39740800826355,6,4,8,2,0.541848117531498,0.404204962761735
181,13.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.81,6.84,-0.72,0.33,-23.2,20.85,-10.19,23.33,-101.64,77.73,-1.64,0.64,1.5707963267948966,1.5707963267948966,3.28495971750499,8,2,8,2,0.500709256790263,0.382921394434348
182,14.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.15,10.53,-0.84,1.35,-26.89,12.48,-6.99,26.51,-105.87,104.74,-2.74,0.78,1.5707963267948966,1.5707963267948966,5.91458267340957,8,2,8,2,0.521547510983719,0.515980790596341
183,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-10.59,9.59,-1.39,0.34,-42.34,20.08,-2.72,45.4,-148.63,133.7,-1.47,2.41,2.0,1.803961406553514,3.65059313296709,9,2,7,3,0.581691021143769,0.577394973993486
184,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-15.54,13.45,-3.43,1.31,-28.05,18.28,-1.41,68.47,-173.39,57.14,-1.0,5.9,2.356194490192345,1.2026409377023426,4.62548742395947,8,3,7,2,0.579896267270927,0.361558855801518
185,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-19.09,17.15,-2.64,2.56,-14.35,32.75,-62.66,2.13,-183.3,67.01,-2.78,6.12,2.356194490192345,1.325359400733194,0.179651599695294,8,3,6,3,0.613051816127410,0.387222714400556
186,13.0,16 x 32,16.0,32.0,0.0,RC Beam,-11.37,16.07,-0.55,0.94,-23.36,30.35,-30.8,1.51,-67.52,75.49,-0.54,1.8,1.325359400733194,1.325359400733194,0.300375950905408,6,3,6,3,0.390663097204771,0.436776617416886
187,14.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.39,9.83,-0.21,0.37,-34.54,19.67,-24.94,1.1,-106.11,74.45,-0.63,0.37,1.5707963267948966,1.325359400733194,3.85696035129533,8,2,6,3,0.522821628058734,0.430585976898997
188,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.97,10.93,-2.0,0.65,-27.62,14.93,-25.47,13.38,-101.76,121.19,-0.7,2.82,1.5707963267948966,1.7671458676442586,5.75825952527094,8,2,6,4,0.501241737882454,0.533787785430355
189,13.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.91,5.79,-2.16,1.55,-19.24,13.06,-1.35,27.28,-67.36,53.02,-3.59,0.81,1.325359400733194,1.2026409377023426,8.26627484864778,6,3,7,2,0.389830618341091,0.336077633221041
190,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.48,5.74,-0.26,0.62,-36.57,39.02,-39.31,29.79,-249.8,33.35,-0.33,1.4,3.0,0.9817477042468103,1.15507662455205,9,3,4,5,0.662842841561188,0.254319472065298
191,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.39,1.25,-0.6,0.82,-59.02,39.19,-30.72,15.24,-289.69,76.84,-1.16,1.61,3.125,1.5707963267948966,1.17717759351929,11,2,8,2,0.738747027718806,0.378304895055926
192,6.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.56,4.86,-1.09,0.83,-4.55,81.62,-20.13,10.47,-364.79,120.77,-1.45,1.94,3.796875,1.7671458676442586,1.94858034903190,10,3,6,4,0.771582342035246,0.531795555158893
193,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.56,1.14,-0.74,0.66,-68.64,22.04,-35.6,17.56,-342.13,265.44,-1.46,1.13,3.796875,3.0,2.31706188939370,10,3,9,3,0.722428676466682,0.703625885128495
194,6.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.67,11.06,-1.38,1.41,-5.08,176.65,-48.66,6.61,-588.71,444.17,-2.36,2.83,0.0,4.6875,0.900329057956316,11,0,11,3,51.0529662401661,0.782350456235941
195,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.1,1.65,-0.91,0.69,-73.81,13.58,-17.47,20.6,-370.68,398.41,-1.67,1.45,3.796875,4.0,2.15476396271485,10,3,9,4,0.782287653391742,0.799480307324954
196,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-5.21,4.76,-1.12,0.54,-67.65,23.21,-13.52,37.94,-331.56,264.13,-2.34,1.12,3.796875,3.0,2.31544205557859,10,3,9,3,0.700109467071853,0.700153349303004
197,6.0,16 x 32,16.0,32.0,0.0,RC Beam,-4.41,20.44,-1.03,1.1,-5.99,175.62,-20.77,31.97,-574.73,455.15,-2.09,2.11,0.0,4.6875,0.905609429950936,11,0,11,3,49.8406198080730,0.801690366651932
198,6.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.79,12.68,-0.64,1.77,-148.33,5.71,-20.9,14.84,-560.72,308.51,-1.78,3.42,0.0,3.796875,1.07222495845738,11,0,10,3,49.4669072933302,0.658844064776336
199,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.16,13.29,-0.64,0.49,-45.22,65.43,-9.28,18.53,-504.08,17.7,-0.92,1.25,0.0,0.8835729338221293,2.43073709442126,11,0,6,2,55.3127448658576,0.153436848529518
200,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-6.76,18.08,-1.78,1.17,-30.95,38.63,-13.38,30.64,-269.74,16.3,-3.25,0.78,3.0,0.8835729338221293,1.10363939658351,9,3,6,2,0.715850136434938,0.136822413435299
201,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.2,1.99,-0.7,0.69,-17.9,15.68,-13.02,14.54,-69.45,60.48,-1.62,0.08,1.325359400733194,1.2026409377023426,6.42882079783030,6,3,7,2,0.401926016089501,0.383364301343050
202,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.65,0.86,-1.28,1.17,-18.89,15.14,-13.71,13.69,-86.64,56.45,-2.48,0.07,1.5707963267948966,1.2026409377023426,6.88103765587709,8,2,7,2,0.426933824529662,0.357618759476844
203,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.71,1.21,-1.09,0.89,-19.89,13.86,-12.75,12.98,-93.13,60.96,-2.36,0.11,1.5707963267948966,1.2026409377023426,7.99613514771158,8,2,7,2,0.458914439963613,0.386190249383675
204,13.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.74,0.96,-1.22,0.78,-25.85,9.37,-6.01,13.93,-145.78,83.37,-2.42,0.26,2.0,1.5707963267948966,6.15253880417730,9,2,8,2,0.570528403365523,0.410609134411570
205,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.5,3.96,-2.54,1.75,-15.77,18.03,-11.81,3.68,-72.9,56.02,-0.72,4.39,1.325359400733194,1.2026409377023426,4.77628453189013,6,3,7,2,0.421892103281852,0.355093719597184
206,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.91,2.29,-1.64,2.02,-19.83,13.9,-8.69,8.53,-88.75,66.4,-0.76,3.63,1.5707963267948966,1.325359400733194,8.02032920262145,8,2,6,3,0.437286019133094,0.384028325938125
207,13.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.95,1.74,-1.18,1.81,-24.22,10.24,-10.3,4.23,-136.3,72.75,-0.76,2.96,2.0,1.325359400733194,6.56660314153523,9,2,6,3,0.533417324819664,0.420530442174708
208,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.17,8.2,-0.09,0.41,-29.61,30.76,-24.67,44.76,-183.64,22.85,-0.55,0.95,2.356194490192345,0.8835729338221293,0.213065998373832,8,3,6,2,0.614147865009366,0.192043215134505
209,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-5.82,4.51,-0.36,0.22,-40.46,20.66,-9.77,7.35,-213.12,49.06,-0.8,0.4,2.53125,1.2026409377023426,3.37264811761757,10,2,7,2,0.665392387612590,0.310373777328877
210,6.0,16 x 32,16.0,32.0,0.0,RC Beam,-9.71,1.99,-0.56,1.4,-5.84,63.57,-31.15,18.23,-197.79,160.42,-3.08,1.22,2.356194490192345,2.356194490192345,2.50185823640055,8,3,8,3,0.661615886470609,0.536611661396507
211,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.36,0.34,-0.51,0.39,-14.82,11.01,-15.45,10.86,-44.57,33.17,-0.2,0.98,1.2026409377023426,0.9817477042468103,10.7316550666655,7,2,4,5,0.282815478700290,0.254098936120816
212,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.43,1.0,-0.4,0.39,-15.45,10.68,-13.51,9.69,-61.49,28.26,-0.17,0.88,1.2026409377023426,0.9817477042468103,10.2940535979277,7,2,4,5,0.390180026593692,0.216485858751108
213,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.29,1.28,-0.4,0.41,-16.98,9.85,-11.27,11.55,-72.67,37.68,-0.18,0.88,1.325359400733194,1.2026409377023426,9.36649753168335,6,3,7,2,0.420561030802362,0.238842044884361
214,13.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.57,1.12,-0.38,0.4,-20.19,2.23,-4.48,11.94,-103.08,53.71,-0.24,0.77,1.5707963267948966,1.2026409377023426,7.87732184685405,8,2,7,2,0.507944813394709,0.340260470708615
215,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.44,1.1,-1.03,1.05,-12.49,15.2,-8.57,4.58,-52.82,33.98,-1.39,0.61,1.2026409377023426,0.9817477042468103,6.82920461249862,7,2,4,5,0.335165213932002,0.260303944811135
216,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.99,0.66,-1.05,0.98,-16.65,10.78,-9.51,5.6,-67.09,40.05,-1.47,0.66,1.325359400733194,1.2026409377023426,9.55213982510410,6,3,7,2,0.388268054995603,0.253864753121514
217,13.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.69,0.53,-1.04,0.78,-18.36,3.71,-11.58,2.04,-90.71,43.76,-1.41,0.64,1.5707963267948966,1.2026409377023426,8.66247974335421,8,2,7,2,0.446989464717055,0.277225808940774
218,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-8.86,2.93,-0.68,0.36,-31.18,29.4,-25.49,38.11,-203.86,15.8,-1.48,0.78,2.405281875404685,0.8835729338221293,0.512037758842826,7,4,6,2,0.668418572404707,0.132776249190065
219,26.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.38,3.61,-0.09,0.27,-38.59,24.07,-5.54,3.65,-186.72,16.39,-0.23,0.62,2.356194490192345,0.8835729338221293,2.00940631948397,8,3,6,2,0.624448319290725,0.137750034838273
220,6.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.06,5.42,-0.91,0.58,-2.64,50.04,-21.46,5.18,-168.31,108.51,-1.29,2.11,2.356194490192345,1.7671458676442586,2.27710011770625,8,3,6,4,0.562956544760727,0.477874015697414
221,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.1,0.3,-0.36,0.46,-25.18,26.52,-18.37,18.98,-139.05,105.04,-0.12,0.9,2.0,1.5707963267948966,1.24637670097960,9,2,8,2,0.544189700150748,0.517336973474767
222,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.27,0.18,-0.23,0.3,-25.12,25.79,-17.29,17.94,-138.02,103.97,-0.11,0.65,2.0,1.5707963267948966,1.45856572741292,9,2,8,2,0.540158665334816,0.512067070946035
223,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.31,0.37,-0.37,0.32,-25.79,26.29,-17.31,18.55,-137.03,105.04,-0.12,0.7,2.0,1.5707963267948966,1.31195930429742,9,2,8,2,0.536284175560280,0.517336973474767
224,13.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.03,0.73,-0.37,0.3,-26.02,25.97,-12.3,14.26,-128.62,106.28,-0.1,0.75,1.7671458676442586,1.5707963267948966,1.40513708548245,6,4,8,2,0.566513614671609,0.523506013189340
225,14.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.08,1.75,-0.24,0.25,-31.14,26.47,-9.08,22.96,-172.67,120.63,-0.15,0.56,2.356194490192345,1.7671458676442586,1.26053683830673,8,3,6,4,0.577539698079941,0.531250046203843
226,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.26,0.12,-0.12,0.13,-36.45,30.96,-4.75,5.5,-162.34,91.05,-0.13,0.23,2.356194490192345,1.5707963267948966,0.171314926032917,8,3,8,2,0.542971734899747,0.448367869385328
227,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.4,0.27,-0.15,0.14,-35.81,32.01,-4.76,5.41,-171.15,91.19,-0.11,0.26,2.356194490192345,1.5707963267948966,0.0393186469859694,8,3,8,2,0.572438169447405,0.449057287306404
228,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.4,0.27,-0.14,0.14,-30.51,35.91,-5.2,4.45,-172.73,91.45,-0.09,0.24,2.356194490192345,1.5707963267948966,0.713828735450318,8,3,8,2,0.577722728651184,0.450337634874116
229,13.0,16 x 32,16.0,32.0,0.0,RC Beam,-1.17,0.39,-0.11,0.09,-28.65,32.83,-4.91,3.95,-139.82,90.75,-0.1,0.21,2.0,1.5707963267948966,0.194443798051201,9,2,8,2,0.547203192197609,0.446956686432170
230,14.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.7,1.13,-0.08,0.08,-37.39,31.4,-4.21,4.45,-169.02,92.23,-0.1,0.15,2.356194490192345,1.5707963267948966,0.0813347168783158,8,3,8,2,0.565314048495474,0.454178677577252
231,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.22,0.8,-0.4,0.59,-23.62,18.06,-21.35,21.94,-112.37,73.51,-1.14,0.14,1.7671458676442586,1.325359400733194,4.75796844462786,6,4,6,3,0.494969280199463,0.425036581726603
232,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.39,1.83,-0.34,0.73,-27.25,20.67,-20.55,19.26,-157.61,96.23,-1.62,0.21,2.0,1.5707963267948966,3.36799274842666,9,2,8,2,0.616826599358212,0.473946467607357
233,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.99,2.03,-1.01,0.43,-19.86,28.71,-22.23,21.14,-163.78,97.66,-1.94,0.31,2.356194490192345,1.5707963267948966,0.674552772900700,8,3,8,2,0.547788042022179,0.480918244087547
234,13.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.05,1.04,-0.48,0.31,-18.2,21.67,-17.29,14.08,-94.45,68.73,-0.99,0.09,1.5707963267948966,1.325359400733194,2.92415367374154,8,2,6,3,0.465370867685868,0.397504018700713
235,14.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.47,1.7,-0.29,0.21,-24.96,24.51,-26.0,9.5,-126.57,97.94,-0.59,0.2,1.7671458676442586,1.5707963267948966,1.86113464341000,6,4,8,2,0.557484280897104,0.482425469813360
236,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.42,0.67,-0.42,0.26,-35.15,37.75,-34.65,29.68,-254.18,50.42,-0.91,0.11,3.0,1.2026409377023426,0.983671255364793,9,3,7,2,0.674296824821255,0.318845495823949
237,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.68,0.43,-0.1,0.02,-60.25,65.2,-9.05,7.51,-423.72,47.08,-0.18,0.05,4.6875,1.2026409377023426,2.43931178049054,11,3,7,2,0.735833544405024,0.297457047745479
238,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.53,0.25,-0.13,0.11,-61.05,65.47,-9.16,8.87,-430.12,45.93,-0.05,0.21,4.6875,1.2026409377023426,2.42925199462324,11,3,7,2,0.746947805436347,0.290191210767839
239,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-6.45,0.85,-0.25,0.28,-62.62,66.14,-9.18,9.37,-433.21,46.86,-0.41,0.39,4.6875,1.2026409377023426,2.40464360580561,11,3,7,2,0.752313909590533,0.296067061541061
240,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-3.26,0.26,-0.07,0.1,-58.17,62.96,-8.2,9.45,-411.93,40.99,-0.18,0.08,4.6875,1.2026409377023426,2.52609796836060,11,3,7,2,0.715358991661384,0.258979702359541
241,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.37,0.36,-0.03,0.12,-55.63,60.75,-7.23,7.99,-395.84,39.54,-0.05,0.23,4.0,1.2026409377023426,2.61799387799149,9,4,7,2,0.798175782089496,0.249890379130670
242,32.0,16 x 32,16.0,32.0,0.0,RC Beam,-2.37,0.38,-0.4,0.33,-30.11,32.57,-31.76,26.32,-212.06,44.68,-0.79,0.31,2.53125,1.2026409377023426,0.146103466073715,10,2,7,2,0.662082909708737,0.282664092357404
243,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.02,0.74,-1.02,1.06,-21.09,22.38,-17.9,18.22,-111.1,74.49,-1.95,0.07,1.7671458676442586,1.325359400733194,2.63310590303749,6,4,6,3,0.489375162678298,0.430702965213095
244,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.02,0.41,-0.78,0.78,-21.69,21.79,-17.26,17.45,-109.73,76.9,-1.66,0.06,1.7671458676442586,1.5707963267948966,2.87363056952635,6,4,8,2,0.483311607354343,0.378788223694583
245,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.02,0.6,-1.05,0.99,-21.76,22.49,-16.98,18.32,-110.7,76.68,-1.98,0.05,1.7671458676442586,1.5707963267948966,2.58965807514358,6,4,8,2,0.487584023823255,0.377704564276991
246,13.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.05,0.32,-0.88,0.85,-21.69,21.24,-11.98,13.71,-103.34,79.24,-1.7,0.05,1.5707963267948966,1.5707963267948966,3.10988277353951,8,2,8,2,0.509083968877468,0.390360109288277
247,14.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.68,1.17,-0.78,0.33,-24.83,24.26,-8.62,21.93,-125.22,92.71,-1.61,0.15,1.7671458676442586,1.5707963267948966,1.94472011994967,6,4,8,2,0.551538134265113,0.456663930022428
248,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.37,0.06,-0.16,0.18,-30.91,29.42,-4.09,4.1,-131.05,64.45,-0.31,0.06,1.803961406553514,1.227184630308513,0.507440860298407,7,3,5,4,0.566020483497649,0.400494305554031
249,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.22,0.07,-0.19,0.2,-31.43,29.72,-4.29,4.34,-136.3,67.11,-0.34,0.06,2.0,1.325359400733194,0.439229815275205,9,2,6,3,0.533417324819664,0.387928494492710
250,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.18,0.1,-0.2,0.18,-28.27,31.21,-4.1,4.02,-136.8,66.62,-0.33,0.06,2.0,1.325359400733194,0.119878568086482,9,2,6,3,0.535374101506457,0.385096055775657
251,13.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.57,0.1,-0.15,0.14,-26.15,27.54,-3.72,3.55,-115.73,68.09,-0.27,0.06,1.7671458676442586,1.325359400733194,0.968733119461842,6,4,6,3,0.509769465137349,0.393698011831919
252,14.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.37,1.29,-0.12,0.1,-30.56,31.22,-3.21,3.71,-121.83,72.72,-0.23,0.07,1.7671458676442586,1.325359400733194,0.117838248237640,6,4,6,3,0.536638848506724,0.420468782793614
253,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.02,1.0,-1.29,1.27,-19.78,17.53,-20.89,21.68,-92.84,55.1,-0.07,2.43,1.5707963267948966,1.2026409377023426,5.09078209412317,8,2,7,2,0.457485414004315,0.349066317930454
254,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.03,0.98,-0.98,0.97,-21.24,18.6,-19.19,19.58,-108.23,65.69,-0.05,2.14,1.7671458676442586,1.325359400733194,4.43838226397737,6,4,6,3,0.476733338043854,0.379821154313978
255,15.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.05,1.31,-1.24,1.34,-18.04,21.92,-22.39,19.9,-110.75,63.39,-0.06,2.54,1.7671458676442586,1.227184630308513,2.81952144662313,6,4,5,4,0.487846923805046,0.393930635059250
256,13.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.02,0.54,-1.04,1.08,-17.11,18.62,-17.12,13.8,-84.37,56.58,-0.09,2.12,1.5707963267948966,1.2026409377023426,4.42690172448867,8,2,7,2,0.415748000641362,0.358442327922052
257,14.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.53,1.15,-0.43,0.94,-20.24,22.31,-25.26,9.52,-94.0,73.98,-0.11,1.96,1.5707963267948966,1.325359400733194,2.66097759345491,8,2,6,3,0.463153642800122,0.427867704109977
258,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.27,6.6,-0.38,0.29,-34.59,37.7,-33.18,27.34,-260.28,34.71,-0.09,0.99,3.0,0.9817477042468103,0.976686734483313,9,3,4,5,0.690651460374483,0.264690521001094
259,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.17,8.42,-0.07,0.04,-60.16,66.54,-6.87,5.8,-441.86,32.39,-0.13,0.09,4.6875,0.9817477042468103,2.39018827904994,11,3,4,5,0.768737437195283,0.246631214359108
260,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.13,8.66,-0.05,0.06,-60.49,65.97,-6.09,6.01,-443.18,31.28,-0.08,0.13,4.6875,0.9817477042468103,2.41084020142464,11,3,4,5,0.771033941556614,0.238179202999472
261,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.09,8.91,-0.05,0.04,-60.89,66.42,-6.84,6.69,-444.72,29.74,-0.08,0.08,4.6875,0.9817477042468103,2.39450659572393,11,3,4,5,0.773713196644834,0.226452989041058
262,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.11,8.24,-0.09,0.09,-57.82,63.51,-6.97,8.11,-424.19,28.09,-0.18,0.08,4.6875,0.9817477042468103,2.50422182472025,11,3,4,5,0.737995594722010,0.213889188371329
263,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.13,7.71,-0.06,0.08,-55.56,61.83,-5.53,6.05,-410.34,27.14,-0.12,0.16,4.6875,0.9203884727313847,2.57226472728422,11,3,5,3,0.714298710077241,0.219146485215471
264,35.0,16 x 32,16.0,32.0,0.0,RC Beam,-0.17,6.29,-0.26,0.38,-33.53,37.1,-26.24,30.99,-254.21,25.42,-1.0,0.17,3.0,0.9203884727313847,0.891404040162288,9,3,5,3,0.674600342983040,0.205607982638422
